alt,XM,ZXN_HPC,FN,FG,SFC,FNqW2,WF,WF_total,St2_W,St2_T,St2_Ts,St2_P,St3_W,St3_T,St3_Ts,St3_P,St5_W,St5_T,St5_Ts,St5_P
445.31,0.45117,0.94219,2.6719,3.9944,30.103,308.63,0.080433,0.080433,8.6572,296.89,278.56,110.49,8.6572,528.38,521.74,653.25,8.7377,671.62,652.8,172.53
632.81,0.12305,0.67969,0.69784,0.85427,47.153,185.47,0.032905,0.032905,3.7625,284.9,281.57,94.95,3.7625,410.85,406.08,262.09,3.7954,615.31,608.49,108.74
3632.8,0.47305,0.87969,1.5136,2.4042,31.047,262.18,0.046993,0.046993,5.7732,276.4,261.95,75.357,5.7732,482.68,476.38,412.58,5.8202,602.29,585.45,109.81
5132.8,0.29805,0.77969,0.84296,1.1957,33.99,227.93,0.028652,0.028652,3.6983,259.32,250.94,56.443,3.6983,426.85,421.34,249.95,3.727,553.44,541.12,74.49
2132.8,0.64805,0.97969,2.9267,4.7805,30.43,339.71,0.089061,0.089061,8.6153,297.36,275.24,103.7,8.6153,543.97,537.34,669.17,8.7044,712.68,692.83,176.32
2882.8,0.21055,0.82969,1.4673,1.823,28.778,285.85,0.042228,0.042228,5.1333,271.8,260.87,73.393,5.1333,460.16,454.26,361.09,5.1756,597.71,583.4,104.11
5882.8,0.56055,0.62969,0.069922,0.48764,225.66,29.743,0.015779,0.015779,2.3509,265.65,262.76,59.349,2.3509,368.17,363.12,144.11,2.3667,466.79,460.82,56.375
4382.8,0.035547,0.92969,2.3289,2.3899,22.264,438.35,0.051852,0.051852,5.3129,259.73,239.16,58.678,5.3129,484.93,479.04,393.64,5.3648,648.48,630.37,104.19
1382.8,0.38555,0.72969,0.59898,1.1804,53.591,133.05,0.0321,0.0321,4.5018,287.47,282.49,95.043,4.5018,429.68,424.01,302.08,4.5339,563.19,554.25,106.44
1007.8,0.3418,0.90469,2.2431,3.0951,29.101,302.76,0.065278,0.065278,7.4089,288.19,272.52,97.35,7.4089,505.41,499.01,545.61,7.4742,643.35,626.16,147.4
4007.8,0.6918,0.70469,0.10535,0.96823,174.21,27.415,0.018352,0.018352,3.8427,287.23,282.71,84.802,3.8427,413.21,406.95,237.14,3.861,464.2,455.88,78.6
5507.8,0.1668,0.80469,1.1026,1.301,28.147,295.2,0.031034,0.031034,3.735,253.76,243.47,51.443,3.735,433.3,427.86,257.36,3.766,571.72,557.99,73.984
2507.8,0.5168,0.60469,0.043209,0.54672,299,14.66,0.018792,0.018792,2.9474,286.39,284.11,89.518,2.9474,379.65,374.73,188.44,2.9662,505.72,500.93,84.03
1757.8,0.079297,0.75469,1.1366,1.2537,31.931,256.55,0.036291,0.036291,4.4301,277.07,270.94,82.276,4.4301,433.19,427.75,305.43,4.4664,594.94,584.73,103.95
4757.8,0.4293,0.95469,2.1446,2.9407,27.428,371.87,0.058821,0.058821,5.767,266.72,244.1,63.33,5.767,502.15,496.13,435.88,5.8258,674.21,655.1,114.63
3257.8,0.2543,0.65469,0.38266,0.61835,63.011,135.25,0.024112,0.024112,2.8293,270.43,267.4,70.962,2.8293,387.17,382.57,190.21,2.8534,569.48,563,78.542
257.81,0.6043,0.85469,1.3241,2.9268,40.713,169.42,0.05391,0.05391,7.8159,307.39,296.69,125.76,7.8159,500.6,493.59,550.15,7.8698,586.95,571.77,151.85
351.56,0.046484,0.99844,4.1862,4.3233,23.167,481.39,0.096984,0.096984,8.6962,285.99,260.2,97.319,8.6962,539.69,533.35,684.19,8.7932,733.04,712.92,181.09
3351.6,0.39648,0.79844,0.94798,1.5619,36.413,200.32,0.034519,0.034519,4.7322,274.75,265.98,74.703,4.7322,447.51,441.54,322.32,4.7667,560.87,548.13,95.074
4851.6,0.22148,0.89844,1.7485,2.0979,25.554,356.02,0.044682,0.044682,4.9113,259.14,241.78,57.016,4.9113,472.65,466.78,355.74,4.956,619.89,602.8,94.653
1851.6,0.57148,0.69844,0.21051,1.0243,114.73,49.246,0.024151,0.024151,4.2747,294.18,290.09,101.05,4.2747,419.16,413.2,273.63,4.2988,509.51,501.91,98.844
2601.6,0.30898,0.74844,0.75788,1.1871,41.802,180.13,0.031681,0.031681,4.2074,276.43,270.44,78.782,4.2074,428.61,423.04,284.04,4.2391,566.06,555.97,94.636
5601.6,0.65898,0.94844,1.9603,3.1834,29.473,336.01,0.057776,0.057776,5.8341,273.64,252.58,66.683,5.8341,507.1,500.98,439.61,5.8919,669.63,650.63,115.51
4101.6,0.13398,0.64844,0.43344,0.54154,53.505,174.18,0.023191,0.023191,2.4884,262.43,259.5,61.597,2.4884,378.72,374.37,168.29,2.5116,576.24,569.82,70.196
1101.6,0.48398,0.84844,1.4038,2.5116,36.051,206.11,0.050608,0.050608,6.811,294.17,283.15,104.2,6.811,486.82,480.23,480.42,6.8616,593.58,578.61,134.54
1476.6,0.17773,0.62344,0.40635,0.58126,66.089,138.15,0.026855,0.026855,2.9412,280.31,277.99,86.69,2.9412,386.87,382.62,205.22,2.9681,607.61,602.33,94.808
4476.6,0.52773,0.82344,0.93998,1.7573,36.138,195.87,0.033969,0.033969,4.7991,273.51,262.97,70.009,4.7991,456.36,450.18,327.63,4.8331,552.48,538.07,90.129
5976.6,0.0027344,0.72344,0.757,0.75936,30.987,277.12,0.023457,0.023457,2.7317,249.3,243.57,47.333,2.7317,395.61,390.7,182,2.7551,550,540.23,60.701
2976.6,0.35273,0.92344,2.1241,2.8649,27.719,332.49,0.058879,0.058879,6.3885,275.5,257.18,76.637,6.3885,499.05,492.78,472.6,6.4474,645.59,627.54,124.92
2226.6,0.090234,0.87344,2.1332,2.311,24.648,359.04,0.052578,0.052578,5.9413,274.12,260.05,77.726,5.9413,480.14,474.08,430.25,5.9938,627.9,612.05,119.64
5226.6,0.44023,0.67344,0.25737,0.63772,76.417,95.226,0.019667,0.019667,2.7027,264.05,260.29,59.868,2.7027,385.44,380.36,172.88,2.7224,510.04,502.68,63.519
3726.6,0.26523,0.97344,2.6075,3.1456,25.662,418.56,0.066913,0.066913,6.2296,267.65,242.97,67.071,6.2296,510.84,504.87,478.41,6.2965,697.3,677.55,126
726.56,0.61523,0.77344,0.53582,1.788,65.206,88.851,0.034939,0.034939,6.0305,304.89,298.47,119.93,6.0305,460.67,453.98,400.73,6.0655,535.92,525.09,124.63
539.06,0.28711,0.81094,1.3837,1.9718,34.31,228.5,0.047477,0.047477,6.0558,289.35,280.64,100.61,6.0558,467.2,461.07,424.86,6.1032,602.52,589.82,130.17
3539.1,0.63711,0.61094,-0.059808,0.55436,-248.96,-20.255,0.01489,0.01489,2.9528,286.71,284.21,85.997,2.9528,378.4,372.93,179.1,2.9677,454.62,449.62,74.984
5039.1,0.11211,0.91094,1.9425,2.1165,23.558,401.15,0.045763,0.045763,4.8424,256.04,237.14,54.213,4.8424,474.12,468.33,353.85,4.8881,630.55,613.04,93.85
2039.1,0.46211,0.71094,0.39991,1.0349,68.201,96.745,0.027274,0.027274,4.1337,286.66,282.19,91.584,4.1337,419.85,414.18,271.36,4.161,538.09,529.86,97.193
2789.1,0.024609,0.66094,0.61874,0.64223,42.914,213.56,0.026552,0.026552,2.8973,270.05,266.98,72.04,2.8973,390.73,386.26,199.1,2.9238,597.04,590.38,83.12
5789.1,0.37461,0.86094,1.2463,1.7615,29.064,287.57,0.036222,0.036222,4.3339,257.57,243.32,53.504,4.3339,457.05,451.24,305.21,4.3701,585.39,569.1,81.543
4289.1,0.19961,0.76094,0.87249,1.1107,33.617,236.45,0.02933,0.02933,3.6899,262.35,255.24,61.026,3.6899,422.06,416.69,249.65,3.7193,563.1,551.98,79.063
1289.1,0.54961,0.96094,2.7676,4.3559,30.346,321.13,0.083984,0.083984,8.6181,296.7,276.53,106.55,8.6181,535.48,528.84,658.84,8.7021,689.09,669.57,173.16
914.06,0.15586,0.78594,1.3405,1.6193,32.014,252.43,0.042915,0.042915,5.3105,283.58,276.1,92.369,5.3105,451.92,446.13,370.4,5.3534,603.11,591.65,119.46
3914.1,0.50586,0.98594,2.632,3.7451,28.28,388.73,0.074434,0.074434,6.7708,276.18,250.97,74.236,6.7708,524.99,518.84,526.64,6.8453,716.01,696.16,139.01
5414.1,0.33086,0.68594,0.37383,0.65378,56.677,140.89,0.021187,0.021187,2.6533,258.51,254.37,55.123,2.6533,387.07,382.16,172.93,2.6745,530.34,522.39,62.513
2414.1,0.68086,0.88594,1.5077,3.1352,35.65,208.74,0.053751,0.053751,7.2229,297.76,284.19,102.97,7.2229,504.97,498.14,516.45,7.2766,598.7,581.45,135.4
1664.1,0.24336,0.93594,2.6184,3.2022,26.244,364.38,0.068718,0.068718,7.1859,280.62,261.52,86.355,7.1859,509.46,503.22,538.95,7.2546,665.25,646.87,143.38
4664.1,0.59336,0.73594,0.34484,1.0639,64.245,91.61,0.022154,0.022154,3.7642,276.02,270.27,71.686,3.7642,419.3,413.33,240.77,3.7864,496.85,486.76,75.345
3164.1,0.068359,0.83594,1.6913,1.8034,25.098,338.42,0.042449,0.042449,4.9977,267.83,256.23,68.883,4.9977,459.33,453.51,353.4,5.0401,603.71,589.15,101.32
164.06,0.41836,0.63594,0.21624,0.75352,124.58,57.195,0.026939,0.026939,3.7808,297.15,294.56,112.09,3.7808,402.86,397.89,254.01,3.8078,564.2,558.7,112.36
117.19,0.13945,0.83906,1.9957,2.3093,28.198,301.59,0.056274,0.056274,6.6171,288.51,277.97,101.29,6.6171,480.33,474.17,475.62,6.6733,629.23,615.35,141.38
3117.2,0.48945,0.63906,0.14037,0.62785,143.91,46.251,0.020201,0.020201,3.0351,280.75,277.9,81.367,3.0351,386.93,381.83,194.48,3.0553,513.58,507.74,79.933
4617.2,0.31445,0.93906,2.0562,2.6136,26.257,373.66,0.053989,0.053989,5.5029,263.25,242.02,60.875,5.5029,492.07,486.07,410.1,5.5569,654.82,636.26,107.77
1617.2,0.66445,0.73906,0.25046,1.4029,105.56,48.24,0.026439,0.026439,5.192,302.18,296.92,112.08,5.192,441.61,435.01,333.19,5.2184,502.14,492.73,108.08
2367.2,0.22695,0.68906,0.55595,0.81323,50.635,162.38,0.028151,0.028151,3.4237,275.58,271.78,78.711,3.4237,404.72,399.8,231.83,3.4518,579.76,572.22,90.064
5367.2,0.57695,0.88906,1.3871,2.3406,30.994,267.81,0.042991,0.042991,5.1794,270.16,254.51,64.439,5.1794,479.67,473.46,370.54,5.2224,600.86,583.41,96.926
3867.2,0.051953,0.78906,1.2636,1.3332,26.877,306.64,0.033961,0.033961,4.1209,263.16,254.48,62.833,4.1209,435.48,429.98,284.16,4.1548,581.66,569.19,86.538
867.19,0.40195,0.98906,3.356,4.5498,28.075,380.78,0.094221,0.094221,8.8135,291.66,267.69,102.09,8.8135,541.47,534.97,688.26,8.9077,720.92,701.01,181.52
1242.2,0.2707,0.76406,0.9731,1.42,38.95,197.76,0.037902,0.037902,4.9205,284.19,277.78,91.825,4.9205,442.42,436.68,337.75,4.9584,586.34,575.81,112.28
4242.2,0.6207,0.96406,2.3339,3.6869,29.441,346.53,0.068712,0.068712,6.735,280.69,258.57,77.443,6.735,520.49,514.22,514.76,6.8037,689.7,670.17,135.46
5742.2,0.095703,0.66406,0.45556,0.52395,46.964,202.45,0.021395,0.021395,2.2502,251.29,247.79,49.187,2.2502,374.06,369.66,149.44,2.2716,555.03,547.82,57.976
2742.2,0.4457,0.86406,1.4807,2.3642,32.12,246.21,0.047559,0.047559,6.0137,281.08,268.17,83.024,6.0137,481.39,475.04,427.1,6.0613,598.19,582.13,116.14
1992.2,0.0082031,0.91406,2.7385,2.7563,22.411,418.94,0.06137,0.06137,6.5367,275.2,257.73,79.576,6.5367,496.16,489.98,484.27,6.5981,652.05,634.61,130.9
4992.2,0.3582,0.71406,0.46511,0.8179,49.728,151.41,0.023129,0.023129,3.0718,262.27,257.23,59.093,3.0718,401.59,396.37,201.4,3.095,532.96,523.89,68.441
3492.2,0.1832,0.81406,1.3194,1.5971,28.733,284.25,0.037909,0.037909,4.6415,267.24,257.11,67.39,4.6415,449.48,443.73,323.22,4.6794,587.81,574.15,94.587
492.19,0.5332,0.61406,0.019483,0.68416,299,5.2891,0.021727,0.021727,3.6836,301.17,298.83,115.96,3.6836,395.94,390.71,238.42,3.7053,518.57,513.76,107.33
679.69,0.20508,0.95156,3.0886,3.644,25.75,385.15,0.079531,0.079531,8.0193,286.12,265.92,96.202,8.0193,521.32,514.97,610.05,8.0988,685.08,666.18,162.49
3679.7,0.55508,0.75156,0.46595,1.234,55.825,109.76,0.026011,0.026011,4.2453,280.54,274.31,79.222,4.2453,430.37,424.31,276.47,4.2714,516.04,505.62,86.147
5179.7,0.030078,0.85156,1.6014,1.6424,23.309,375.98,0.037328,0.037328,4.2593,254.53,240.82,52.769,4.2593,451.91,446.3,301.43,4.2967,597.21,581.51,82.945
2179.7,0.38008,0.65156,0.28207,0.6918,86.473,86.831,0.024391,0.024391,3.2485,281.91,278.96,85.888,3.2485,394.75,389.83,215.62,3.2729,554.03,547.85,89.704
2929.7,0.11758,0.70156,0.69946,0.8285,40.486,209.62,0.028318,0.028318,3.3369,269.85,265.61,71.425,3.3369,405.25,400.36,226.76,3.3652,583.08,574.93,85.166
5929.7,0.46758,0.90156,1.4774,2.1824,28.75,310.42,0.042476,0.042476,4.7595,260.54,243.03,55.339,4.7595,474.84,468.89,344.02,4.8019,614.14,596.61,90.123
4429.7,0.29258,0.60156,0.20904,0.41305,96.256,96.798,0.020121,0.020121,2.1595,263.81,261.62,61.834,2.1595,362.45,358.36,143.94,2.1796,551.4,546.35,65.38
1429.7,0.64258,0.80156,0.69367,2.0393,52.965,110.9,0.036741,0.036741,6.2552,301.91,294.01,112.59,6.2552,469.96,463.12,419.61,6.2919,537.11,524.69,121.95
1054.7,0.073828,0.62656,0.52723,0.60238,54.323,174.16,0.028641,0.028641,3.0273,281.6,279.28,89.621,3.0273,390,385.8,214.13,3.056,624.64,619.29,99.653
4054.7,0.42383,0.82656,1.0916,1.7566,33.423,225.72,0.036485,0.036485,4.8362,271.22,260.38,69.253,4.8362,456.62,450.57,333.9,4.8727,568.85,554.41,93.253
5554.7,0.24883,0.72656,0.59118,0.82519,40.146,200.11,0.023734,0.023734,2.9544,255.17,249.45,52.342,2.9544,401.29,396.18,195.71,2.9781,542.58,532.78,64.701
2554.7,0.59883,0.92656,2.0766,3.5392,31.392,280.89,0.065187,0.065187,7.3929,291.05,273.7,94.523,7.3929,515.78,509.22,548.26,7.458,646.58,628.19,143.62
1804.7,0.33633,0.87656,1.8405,2.5691,29.729,283.2,0.054716,0.054716,6.499,282.68,268.93,88.077,6.499,488.87,482.55,469.26,6.5537,620.85,604.8,128.78
4804.7,0.68633,0.67656,0.043831,0.76334,299,13.437,0.015783,0.015783,3.262,281.17,277.32,75.99,3.262,396.74,390.7,197.93,3.2778,451.02,443.69,68.799
3304.7,0.16133,0.97656,2.849,3.1866,24.358,445.76,0.069397,0.069397,6.3914,268.06,243.06,68.671,6.3914,512.62,506.65,492.45,6.4608,702.51,682.74,129.97
304.69,0.51133,0.77656,0.73974,1.78,53.143,123.31,0.039312,0.039312,5.999,301.15,294.57,116.8,5.999,460.45,454.04,406.36,6.0383,562.28,551.34,129.23
210.94,0.32539,0.67031,0.43639,0.87864,71.38,109,0.03115,0.03115,4.0034,292.86,289.7,106.34,4.0034,412.5,407.47,273.15,4.0346,588.35,581.79,114.02
3210.9,0.67539,0.87031,1.2872,2.719,36.109,199.01,0.046479,0.046479,6.468,291.7,278.92,92.647,6.468,492.5,485.73,455.73,6.5145,581.33,564.71,119.84
4710.9,0.15039,0.77031,0.95674,1.1325,30.78,263.41,0.029449,0.029449,3.6321,258.7,250.9,57.034,3.6321,423.1,417.76,246.79,3.6616,565.39,553.67,76.323
1710.9,0.50039,0.97031,2.8521,4.2255,29.254,346.76,0.083434,0.083434,8.225,290.92,269.16,97.761,8.225,533.28,526.78,632.82,8.3084,698.93,679.15,166.57
2460.9,0.062891,0.82031,1.6499,1.7563,25.956,322.65,0.042825,0.042825,5.1136,272.37,262.16,75.258,5.1136,457.33,451.51,360.11,5.1564,603.64,589.99,106.59
5460.9,0.41289,0.62031,0.15668,0.44474,116.44,71.575,0.018243,0.018243,2.189,261.28,258.69,57.099,2.189,364.19,359.69,140.09,2.2073,511.06,505.44,58.463
3960.9,0.23789,0.92031,2.0516,2.484,25.638,366.61,0.052598,0.052598,5.5961,265.38,246.45,64.445,5.5961,487.36,481.33,412.26,5.6487,640.8,622.93,109.16
960.94,0.58789,0.72031,0.27334,1.258,101.8,54.934,0.027826,0.027826,4.9757,301.41,296.82,114.1,4.9757,434.35,428.1,322.42,5.0036,519.65,511.3,112.32
1335.9,0.10664,0.94531,3.0409,3.3041,23.974,412.83,0.072902,0.072902,7.3659,280.1,259.98,86.961,7.3659,512.76,506.56,557.24,7.4388,677.9,659.27,148.71
4335.9,0.45664,0.74531,0.52973,1.0843,48.305,141.01,0.025589,0.025589,3.7568,270.83,264.65,68.061,3.7568,420.68,415,246.71,3.7823,527.74,517.41,78.188
5835.9,0.28164,0.84531,1.2179,1.5814,28.128,299.24,0.034257,0.034257,4.0699,254.19,240.94,50.986,4.0699,448.48,442.83,284.98,4.1042,581.7,566.07,77.499
2835.9,0.63164,0.64531,-0.0029401,0.71858,-299,-0.84749,0.017456,0.017456,3.4692,291.27,288.25,93.656,3.4692,394.96,389.17,213.71,3.4867,471.37,465.42,84.044
2085.9,0.19414,0.79531,1.2671,1.5885,31.397,254.29,0.039783,0.039783,4.9829,276.66,268.29,80.746,4.9829,449.52,443.72,345.72,5.0227,591.2,578.91,106.92
5085.9,0.54414,0.99531,2.4835,3.5535,28.414,404.45,0.070566,0.070566,6.1405,270.22,243.47,65.319,6.1405,523.42,517.42,481.39,6.2111,728.36,708.28,127.25
3585.9,0.019141,0.69531,0.7342,0.7533,36.283,240.14,0.026639,0.026639,3.0574,264.86,260.73,65.057,3.0574,398.6,393.8,207.24,3.084,579.85,571.82,78.154
585.94,0.36914,0.89531,2.1544,3.1045,30.308,282.95,0.065295,0.065295,7.614,292.1,277.49,103.81,7.614,505.56,499.09,557.95,7.6793,638.09,621.33,151.94
398.44,0.041016,0.73281,1.1331,1.1967,34.074,247.32,0.038608,0.038608,4.5814,285.66,280.74,96.743,4.5814,432.13,426.83,318.81,4.62,613.08,604.32,117.51
3398.4,0.39102,0.93281,2.1286,2.9348,27.897,337.61,0.05938,0.05938,6.3049,274.21,254.84,74.038,6.3049,501.23,495,469,6.3642,652.15,633.72,123.36
4898.4,0.21602,0.63281,0.31409,0.46856,67.105,140.99,0.021077,0.021077,2.2277,258.71,256.01,56.567,2.2277,369.08,364.84,148.59,2.2488,558.25,552.24,62.858
1898.4,0.56602,0.83281,1.0797,2.2695,39.743,171.01,0.042909,0.042909,6.3136,293.51,283.45,100.05,6.3136,477.91,471.27,435.94,6.3565,566.5,552.23,121.84
2648.4,0.30352,0.98281,2.9298,3.6422,26.351,411.96,0.077203,0.077203,7.112,275.94,251,78.138,7.112,523.08,516.94,551.33,7.1892,710.94,691.11,145.46
5648.4,0.65352,0.78281,0.51219,1.3585,47.179,125.75,0.024165,0.024165,4.0732,272.95,264.81,65.954,4.0732,435.95,429.71,265.18,4.0974,500.93,488.21,74.153
4148.4,0.12852,0.88281,1.8423,2.0527,24.501,364.62,0.045138,0.045138,5.0527,262.05,246.32,61.159,5.0527,470.47,464.6,364.01,5.0978,616.5,600.1,98.579
1148.4,0.47852,0.68281,0.27763,0.94029,95.969,67.336,0.026644,0.026644,4.123,293.56,289.96,103.25,4.123,414.59,409.04,270,4.1497,538.91,531.92,104.6
773.44,0.25977,0.85781,1.8959,2.4828,29.703,283.11,0.056316,0.056316,6.6969,286.95,274.93,96.81,6.6969,486.23,479.94,482.42,6.7532,624.6,609.61,137.44
3773.4,0.60977,0.65781,0.064454,0.70843,273.8,19.867,0.017647,0.017647,3.2442,283.26,279.95,81.604,3.2442,393.05,387.37,200.63,3.2619,474.85,468.32,75.798
5273.4,0.084766,0.95781,2.3258,2.4619,23.095,462.72,0.053715,0.053715,5.0264,254.24,230.04,52.337,5.0264,491.05,485.29,380.91,5.0801,678.53,659.34,100.35
2273.4,0.43477,0.75781,0.67281,1.3435,47.579,144.58,0.032011,0.032011,4.6537,283.72,277.45,87.491,4.6537,437.58,431.66,311.42,4.6857,551.46,541.03,100.57
1523.4,0.17227,0.60781,0.36866,0.52885,70.793,132.58,0.026098,0.026098,2.7807,279.9,277.81,86.078,2.7807,381.54,377.47,195.42,2.8068,611.74,606.83,93.408
4523.4,0.52227,0.80781,0.82742,1.598,38.02,180.87,0.031458,0.031458,4.5746,272.89,263.34,69.313,4.5746,448.8,442.67,308.71,4.6061,542,528.43,86.608
3023.4,0.34727,0.70781,0.495,0.90333,53.849,138.3,0.026656,0.026656,3.5791,274.98,270.5,75.982,3.5791,410.22,404.96,237.7,3.6058,552.43,544.06,85.664
23.438,0.69727,0.90781,1.9621,4.1994,37.05,208.03,0.072694,0.072694,9.4315,315.96,301.98,139.81,9.4315,532.43,525.23,690.6,9.5042,628.57,610.87,181.31
35.156,0.34863,0.87109,1.9797,2.8724,31.635,263,0.062627,0.062627,7.5273,294.93,282.41,109.75,7.5273,499.08,492.54,546.06,7.5899,630.44,614.88,153.3
3035.2,0.69863,0.67109,-0.02421,0.85548,-299,-6.3156,0.016869,0.016869,3.8333,294.67,291.09,96.703,3.8333,405.92,399.7,233.28,3.8502,456.15,449.38,84.708
4535.2,0.17363,0.97109,2.4953,2.8082,24.392,446.59,0.060866,0.060866,5.5875,260.23,235.14,58.683,5.5875,502.61,496.76,428.09,5.6483,694.54,674.91,112.9
1535.2,0.52363,0.77109,0.65434,1.5924,52.375,122.13,0.034271,0.034271,5.3577,293.45,286.82,101.49,5.3577,450.7,444.4,358.37,5.392,546.09,535.19,112.43
2285.2,0.086133,0.62109,0.45288,0.52898,56.481,169.87,0.025579,0.025579,2.666,273.7,271.4,77.12,2.666,380.56,376.46,186.13,2.6916,608.49,603.18,85.83
5285.2,0.43613,0.82109,0.96912,1.5625,33.271,227.54,0.032244,0.032244,4.259,263.47,252.55,59.254,4.259,447.09,441.21,291.92,4.2913,558.42,543.93,80.622
3785.2,0.26113,0.72109,0.61677,0.9066,43.532,180.88,0.026849,0.026849,3.4099,267.15,262.05,66.464,3.4099,409.68,404.51,228.13,3.4368,558.67,549.54,79.266
785.16,0.61113,0.92109,2.1795,3.9661,33.443,251.46,0.07289,0.07289,8.6675,304.2,288.33,118.69,8.6675,526.8,519.92,641.82,8.7404,644.35,626.15,168.54
1160.2,0.12988,0.74609,1.0454,1.2435,35.512,230.23,0.037124,0.037124,4.5407,281.56,275.96,89.188,4.5407,433.56,428.13,313.51,4.5778,599.4,589.72,109.93
4160.2,0.47988,0.94609,2.1327,3.0932,28.368,345.2,0.060499,0.060499,6.178,273.16,252.25,70.672,6.178,505.33,499.2,464.18,6.2385,665.52,646.63,121.91
5660.2,0.30488,0.64609,0.2751,0.49115,72.194,123.41,0.019861,0.019861,2.2291,256.04,252.97,52.714,2.2291,370.12,365.64,145.43,2.249,533.66,527.13,57.939
2660.2,0.65488,0.84609,1.0693,2.445,39.568,167.95,0.04231,0.04231,6.3666,294.13,283.17,97.629,6.3666,483.78,476.98,440.09,6.4089,561.56,546.32,118.49
1910.2,0.21738,0.99609,3.3624,3.9129,25.423,441.96,0.085481,0.085481,7.6079,278.34,252.1,83.077,7.6079,531.19,525.01,596.62,7.6934,728.2,708.12,157.62
4910.2,0.56738,0.79609,0.68975,1.4825,41.168,158.44,0.028396,0.028396,4.3535,272.76,263.91,68.021,4.3535,442.83,436.68,289.66,4.3819,526.16,513.13,81.567
3410.2,0.042383,0.89609,2.2075,2.2841,22.91,399.19,0.050572,0.050572,5.5298,266.08,249.51,66.612,5.5298,479.71,473.75,402.98,5.5804,630.84,614,109.01
410.16,0.39238,0.69609,0.44914,1.0329,70.047,102.26,0.031461,0.031461,4.3923,294.29,290.47,107.3,4.3923,422.07,416.62,295.07,4.4238,569.69,562.28,114.44
597.66,0.020508,0.93359,3.2779,3.3313,22.798,425.81,0.074731,0.074731,7.698,284.29,265.73,94.376,7.698,513.02,506.75,580.18,7.7727,674.88,656.76,156.6
3597.7,0.37051,0.73359,0.57714,1.0292,47.177,154.31,0.027228,0.027228,3.74,272.05,266.5,71.401,3.74,418.01,412.54,248.33,3.7672,546.31,536.68,83.052
5097.7,0.19551,0.83359,1.2955,1.5581,27.241,308.81,0.03529,0.03529,4.195,256.97,244.8,54.76,4.195,447.34,441.7,293.37,4.2303,584.8,569.85,81.799
2097.7,0.54551,0.63359,0.063555,0.6791,299,18.709,0.020064,0.020064,3.397,290.88,288.15,96.153,3.397,392.78,387.42,215.85,3.4171,503.41,497.87,90.274
2847.7,0.28301,0.78359,1.0058,1.4329,34.867,219.45,0.03507,0.03507,4.5834,273.97,266.1,75.567,4.5834,441.3,435.54,313.28,4.6185,572.65,560.8,96.972
5847.7,0.63301,0.98359,2.2568,3.4337,28.885,384.95,0.065189,0.065189,5.8628,270.22,244.78,63.103,5.8628,518.44,512.43,455.15,5.9279,713.66,693.83,120.18
4347.7,0.10801,0.68359,0.56766,0.6638,42.804,206.12,0.024298,0.024298,2.754,260.5,256.62,59.381,2.754,389.83,385.15,184.99,2.7783,568.81,561.11,70.447
1347.7,0.45801,0.88359,1.7998,2.8982,32.252,251.48,0.058047,0.058047,7.1568,291.13,277.36,99.478,7.1568,499.21,492.61,517.1,7.2148,618.29,601.87,139.91
972.66,0.23926,0.65859,0.47092,0.75272,62.659,134.56,0.029507,0.029507,3.4996,285.06,282.13,93.839,3.4996,402.46,397.76,241.12,3.5292,598.85,592.52,103.18
3972.7,0.58926,0.85859,1.1993,2.2747,34.529,213.4,0.04141,0.04141,5.62,280.58,268,78.252,5.62,477.47,471.02,393.13,5.6614,575.28,559.18,104.52
5472.7,0.064258,0.75859,0.92247,0.98872,29.098,285.15,0.026843,0.026843,3.2351,252.79,245.39,50.841,3.2351,413.17,408.02,218.48,3.2619,559.26,547.92,68.282
2472.7,0.41426,0.95859,2.5796,3.5734,28.071,355.57,0.072412,0.072412,7.2547,281.43,259.98,84.337,7.2547,518.73,512.44,551.74,7.3271,682.37,663.05,145.12
1722.7,0.15176,0.80859,1.4792,1.7483,29.362,278.33,0.043433,0.043433,5.3146,278.23,269.13,83.605,5.3146,457.14,451.28,372.63,5.358,602.07,589.19,113.48
4722.7,0.50176,0.60859,0.076322,0.46145,224.05,31.989,0.0171,0.0171,2.3859,270.44,268.02,66.572,2.3859,366.77,362.03,150.22,2.403,492.09,486.85,64.022
3222.7,0.32676,0.90859,1.9657,2.6118,27.583,325.81,0.054221,0.054221,6.0332,272.92,255.76,73.378,6.0332,490.8,484.6,441.69,6.0874,633.11,615.63,117.44
222.66,0.67676,0.70859,0.062421,1.3021,299,11.567,0.025479,0.025479,5.3962,312.94,308.78,134.1,5.3962,437.95,431.33,343.11,5.4217,498.37,490.54,121.43
316.41,0.1627,0.63984,0.50901,0.69781,60.382,148.74,0.030735,0.030735,3.4222,287.61,285.09,99.402,3.4222,399.41,394.96,240.89,3.453,621.4,615.79,109.61
3316.4,0.5127,0.83984,1.1481,2.0771,35.201,207.44,0.040416,0.040416,5.5349,280.63,269.4,80.562,5.5349,470.27,463.92,384.36,5.5753,571.95,556.94,105.5
4816.4,0.3377,0.73984,0.6019,0.96956,42.217,177.65,0.02541,0.02541,3.3882,262.71,256.59,59.907,3.3882,412.6,407.25,224.52,3.4136,540.35,530.13,72.493
1816.4,0.6877,0.93984,2.3565,4.304,32.404,277.33,0.07636,0.07636,8.4971,302.51,284.87,111.59,8.4971,532.95,526.13,638.96,8.5735,665.1,646.19,167.46
